state,location_Title,note,lat,lng
Michigan,Milwaukee Clipper (Passenger Steamship),This passenger steamship; originally known as Juniata; is the oldest on the Great Lakes; having been finished in 1905. After extensive reconstruction in 1940; she was renamed Milwaukee Clipper; although she still carries the original 1905 engines; the only extant example of their type.[33],43.22194444,-86.29583333
Michigan,North Manitou Island Lifesaving Station,Serving as a Great Lakes lifesaving station from 1854 to 1932; this is the only extant example of the nearly 200 stations that once existed. The stations were volunteer run until 1915; when they became part of the US Coast Guard; and existed to provide aid to victims of shipwrecks.[34][35],45.11916667,-85.9775
Michigan,Norton Mound Group,From ca. 400 B.C. to A.D. 400; this was an important center of Hopewellian culture in the western Great Lakes region; and is considered one of the best-preserved examples in the area. Excavations in the late 1800s and mid-1900s gave insight into the construction of these mounds; and only around half of the original 40 mounds remain today.[36],42.93666667,-85.72194444
Michigan,Parke-Davis Research Laboratory,Built in 1902; this was the first industrial research laboratory in the US established for the specific purpose of conducting pharmacological research. It inaugurated the commercial pure science approach which has driven the rapid development of pharmaceutical technology. National Park Service staff recommended withdrawal of landmark status in 2002 due to loss of the building's historic integrity during conversion to a hotel.[37],42.335,-83.01444444
Michigan,Pewabic Pottery,This 1907 building; designed by William Stratton; is the home of ceramic artist Mary Chase Perry Stratton's studio and production facilities. Her work in the Arts and Crafts movement raised the artistic standard of American pottery; and is featured architecturally or curatorially in numerous prominent buildings and distinguished institutions.[38],42.36166667,-82.98111111
Michigan,Quincy Mining Company Historic District,This historic district; centered around the Quincy Mining Company's activities; showcases the US copper industry from the mid-1800s through 1920. Many facets of company towns; mining technology and ethnic settlement are represented.[39],47.13527778,-88.57583333
Michigan,S.S. Badger (Car Ferry),The oldest operational coal-fired passenger ferry on the Great Lakes.,43.94916667,-86.45111111
Michigan,Ste. Claire (passenger steamboat),Designed by naval architect Frank E. Kirby. Between 1910 and 1991; the Ste. Claire ferried passengers to Bois Blanc Island for the Detroit & Windsor Ferry Company.[40]  She was moved to Toledo; Ohio in 2003; but returned to Michigan a few years later and in 2016 is docked in the Rouge River in Detroit.[41],42.29583333,-83.15055556
Michigan,St. Clair River Tunnel,This tunnel represents a major advancement in railroad technology; when completed in 1891 it was the first sub-aqueous tunnel in North America that was designed for full-size trains. This advancement in construction technology allowed the creation of under-river tunnels that overcame the difficulties of building railway bridges over wide rivers.[42],42.95805556,-82.43305556
Michigan,St. Ignace Mission,Now a park; this was the location of a mission established by French priest Jacques Marquette; and the site of his burial in 1677. A second mission was established at a different site in 1837; and moved to St. Ignace in 1954.[43],45.86972222,-84.74388889
Michigan,St. Marys Falls Canal,"The original canal of the Soo Locks; the 1855 construction allowed passage for ships between Lake Superior and Lake Huron. This allowed resources to be moved from the Upper Peninsula of Michigan to commerce centers in the Lower Peninsula; allowing it to be considered one of the ""most successful waterways constructed during the ante-bellum era"".[44]",46.50305556,-84.35472222
Michigan,USS Silversides (Submarine),Having sunk a confirmed total of 23 ships during World War II and been awarded 12 battle stars and a Presidential Unit Citation; the Silversides is the most decorated US submarine still in existence. During the war; she patrolled the Pacific Ocean with the mission of preventing crucial supplies and material from reaching the Japanese.[45],43.22972222,-86.33277778
Michigan,Columbia (Steamer),This passenger steamship carried passengers to Bois Blanc Island for the Detroit & Windsor Ferry Company; and is one of the last remaining examples of her kind. Designed by Frank E. Kirby; noted naval architect.[46] In September 2015; it was moved to Buffalo; New York;[47] where it is being prepared for an eventual move to the Hudson River.[48],42.86083333,-78.86222222
Minnesota,Christ Church Lutheran,Modern-style church designed by father and son architects Eliel Saarinen and Eero Saarinen,44.94388889,-93.22333333
Minnesota,F. Scott Fitzgerald House,This was the home of Francis Scott Fitzgerald (1896–1940); as spokesman for the Jazz Age; he wrote several stories and his first published novel; This Side of Paradise in this Victorian rowhouse on Summit Avenue in Saint Paul. The novels The Beautiful and Damned and The Great Gatsby quickly followed.[4],44.94138889,-93.12472222
Minnesota,Fort Snelling,Originally known as Fort St. Anthony; this is a former military fortification located at the confluence of the Minnesota and Mississippi Rivers in Hennepin County; Minnesota. It is part of the Mississippi National River and Recreation Area.,44.89277778,-93.18055556
Minnesota,Grand Mound,,48.51666667,-93.70861111
Minnesota,James J. Hill House,This house was built by railroad magnate James J. Hill. Completed in 1891; it is near the eastern end of Summit Avenue near the Cathedral of Saint Paul. With 36;000 square feet (3;344 square meters) of living area; the house is the largest residence in Minnesota.,44.945,-93.10888889
Minnesota,Hull-Rust-Mahoning Open Pit Iron Mine,This mine is the largest open pit iron mine in the world. Located in the Mesabi Range; it supplied as much as one-fourth of all the iron ore mined in the United States during its peak production years of World War I and World War II. This area of the Mesabi Range was explored in 1893–1894; shortly after the Mountain Iron mine was established in 1892. The early development was as an underground mine; but open cast mining soon proved to be a better choice because of the soft; shallow ore deposits. Many open pits in the area soon merged into one large mine; and the consolidation of mines led to the formation of U.S. Steel in 1901. The growth of the mine even resulted in the town of Hibbing being relocated to accommodate expansion.,47.45,-92.95
Minnesota,Kathio Site,This area includes habitation sites and mound groups; believed to date between 3000 BC and 1750 AD; that document Sioux Indian culture and Ojibwe-Sioux relationships. Now a state park; it contains 19 identified archaeological sites; making it one of the most significant archaeological collections in Minnesota. The earliest site dates to the Archaic period and shows evidence of copper tool manufacture.,46.16361111,-93.7575
Minnesota,Oliver H. Kelley Homestead,"This farmstead was once owned by Oliver Hudson Kelley; one of the founders of the Order of Patrons of Husbandry. Oliver Kelley moved to Minnesota in 1849; the year that Minnesota Territory was formed. Although he knew little about farming; he taught himself using agricultural journals and correspondence with other ""scientific-oriented"" farmers. He became an expert on farming in Minnesota; and he learned how adverse events such as bad weather; debt; insect pests; and crop failures could devastate a farmer's fortunes.[5]",45.31361111,-93.58138889
Minnesota,Frank B. Kellogg House,From 1889 until his death; this was the residence of Frank B. Kellogg (1856–1937); lawyer; U.S. Senator; and diplomat. As Secretary of State (1925–29); he negotiated the Kellogg-Briand Pact (1928); for which he received the Nobel Peace Prize; and shifted foreign policy away from interventionism.[6],44.93722222,-93.12666667
Minnesota,Sinclair Lewis Boyhood Home,From 1885 to 1902; this was the home of Sinclair Lewis (1885–1951) the first American author to be awarded the Nobel Prize for literature (1930). His novel Main Street (1920) was partly based on his impressions of Sauk Centre; Minnesota.[7],45.73722222,-94.95694444
Minnesota,Charles A. Lindbergh; Sr.; House,This was once the farm of Congressman Charles August Lindbergh and his son Charles Lindbergh; the famous aviator; and is now a state park. Their restored 1906 house and two other farm buildings are within the park boundaries. Three buildings and three structures built by the Works Progress Administration in the 1930s were named to the National Register of Historic Places. These buildings include a picnic shelter and a water tower; built in the Rustic Style from local stone and logs; and have remained relatively unchanged since construction.,45.9575,-94.38972222
Minnesota,Mayo Clinic Buildings,This building is an architecturally significant part of the Mayo Clinic. It was originally called the 1929 building; but was renamed the Plummer Building after its chief architect and Mayo Clinic co-founder; Henry Stanley Plummer. It was the tallest building in Rochester; Minnesota from its construction in 1929 until 2001 when the nearby Gonda Building was completed.,44.02166667,-92.46555556
Minnesota,Mountain Iron Mine,Discovered in 1890; this mine's first shipment of iron ore occurred in 1892. Its production led to the realization that the Mesabi Range possessed the world's largest deposits of iron ore; making Minnesota the nation's premier supplier of the resource.[8],47.53333333,-92.61666667
Minnesota,National Farmer's Bank,"This bank building was designed by Louis Sullivan with decorative elements by George Elmslie. It was built in 1908; and was the first of Sullivan's ""jewel boxes"". The building is clad in red brick with green terra cotta bands; and features two large arches. Internal elements include a stained glass window designed by Louis J. Millet; a mural by Oskar Gross; and a cast iron electrolier by William Winslow.",44.085,-93.22583333
Minnesota,Peavey-Haglin Experimental Concrete Grain Elevator,This grain elevator; built in 1899-1900; was the first circular concrete grain elevator in the United States; and possibly in the world. It is notable for proving the viability of concrete in grain elevator construction. Previous grain elevators; being built of wood; were expensive to build and vulnerable to fire. It was located along the Minneapolis and St. Louis Railway.,44.9425,-93.34527778
Minnesota,"Pillsbury ""A"" Mill",This mill; situated along Saint Anthony Falls on the Mississippi River in Minneapolis; Minnesota; held the title of largest flour mill in the world for 40 years.[9] Completed in 1881; it was owned by Pillsbury and operated two of the most powerful direct-drive waterwheels ever built; each generating 1;200 horsepower (895 kW). The mill still stands today on the east side of the Mississippi River; but ceased operation in 2003.,44.98388889,-93.25277778
Minnesota,Rabideau CCC Camp,This camp was built by the Civilian Conservation Corps in the Chippewa National Forest in northern Minnesota. The camp was established in 1935 as a project of Franklin D. Roosevelt's New Deal program. The camp; one of 2650 nationwide; was home to about 300 men aged 17–21. Like most CCC camps; the Rabideau camp was established to provide work to those unemployed as a result of the Great Depression. Enrollees at the camp came mostly from Northern Minnesota and worked on projects within the Chippewa National Forest; such as building roads and other facilities; surveying; wildlife protection; and other forestry activities.[10],47.64,-94.54861111
Minnesota,O. E. Rolvaag House,From 1912 until his death; this was the residence of Ole Edvart Rølvaag (1876–1931); a Norwegian immigrant and the first American novelist to give a true accounting of the psychological cost of pioneering on the frontier. His famous trilogy—Giants in the Earth (1927); Peder Victorious (1928); and Their Father's God (1931)—stands in our literature as the most mature and penetrating assessment of the adjustments immigrant pioneers had to make in order to find peace and prosperity in middle America.[11],44.46333333,-93.17222222
Minnesota,St. Croix Boom Site,This site is located on the St. Croix River upstream of Stillwater; Minnesota. It was established by Stillwater lumber barons; including Isaac Staples; in 1856 after the demise of the original St. Croix Boom Company; which had operated a boom further upstream near Marine on St. Croix; Minnesota. Staples and others purchased the Boom Company and moved the site downstream.,45.07805556,-92.79805556
Minnesota,St. Croix Recreational Demonstration Area,This area was used for logging between the mid-19th century and about 1915. After the logging era was over; farmers were attracted to the newly cleared land; but the soil was poor and not productive enough to make a living. In 1934; 18;000 acres (73 km²) of farmland was purchased; and the following year; the St. Croix Recreational Demonstration Area was started. Under the direction of the National Park Service; the Works Progress Administration and the Civilian Conservation Corps built group camps; roads; and campgrounds.,46.01138889,-92.94444444
Minnesota,Soudan Iron Mine,This is Minnesota's oldest; deepest; and richest iron mine; and now hosts the Soudan Underground Laboratory. In the late 19th century; prospectors searching for gold in northern Minnesota discovered extremely rich veins of hematite at this site; often containing more than 65% iron. An open pit mine began operation in 1882; and moved to underground mining by 1900 for reasons of safety. From 1901 until the end of active mining in 1962; the Soudan Mine was owned by the United States Steel Corporation's Oliver Iron Mining division. By 1912 the mine was at a depth of 1;250 feet (381 m). When it closed; level 27 was being developed at 2;341 feet (713.5 m) below the surface. US Steel then donated the Soudan Mine to the State of Minnesota to use for educational purposes.,47.85777778,-92.29972222
Minnesota,Split Rock Light Station,Split Rock Light Station possesses national significance as an extremely rare example of Great Lakes light stations designed as a single; cohesive and self-sufficient complex.  Built between 1909-1910; the station served as a crucial aid to navigation for commercial freighters until 1969; at a time when the Great Lakes emerged as a vital component of the nation's industrial economy.  Split Rock is a Minnesota state historic site and is open to the public.  www.splitrocklighthouse.org,47.2,-91.36694444
Minnesota,Thorstein Veblen Farmstead,This site consists of the home and farm buildings where Thorstein B. Veblen (1857–1929) grew up. As an economist; social scientist; and critic of American culture; he was the product of an austere agrarian upbringing; Veblen has often been called one of America's most creative and original thinkers.[12],44.35,-93.05
Minnesota,Andrew John Volstead House,"From 1894 to 1930; this was the home of Andrew J. Volstead (1860–1947); the man who ""personified prohibition."" Volstead served in the U.S. House of Representatives (1903–23); where he drafted the National Prohibition Enforcement Act (1919); which became known as the Volstead Act.[13]",44.80944444,-95.54
Minnesota,"Washburn ""A"" Mill Complex","This mill complex was the second-largest flour mill in Minneapolis; Minnesota. The original mill was built in 1874 by Cadwallader C. Washburn; but destroyed in an explosion in 1878; killing 18. The mill was later rebuilt; and for nearly 50 years; the Washburn ""A"" Mill was the most technologically advanced and the largest mill in the world. It was later shut down but now operates as a historical museum of the local milling industry. It is now called the Mill City Museum.",44.97888889,-93.25694444
Mississippi,Ammadelle,Italianate villa built in 1859; designed by Calvert Vaux.,34.3725,-89.51833333
Mississippi,Anna Site,A Plaquemine culture archaeological site.,31.69527778,-91.34972222
Mississippi,Arlington,Early historic home.,31.55277778,-91.3925
Mississippi,Auburn,Early historic home.,31.54555556,-91.39083333
Mississippi,Beauvoir,Post-war home and library of Confederate President Jefferson Davis; damaged by Hurricane Katrina in 2005; restored by 2008.,30.3925,-88.86277778
Mississippi,Champion Hill Battlefield,A turning point of the American Civil War.,32.32,-90.5425
Mississippi,Commercial Bank and Banker's House,Unusual dual-function building.,31.56138889,-91.40527778
Mississippi,Siege and Battle of Corinth Sites,Corinth battlefield - Corinth and Hardeman County; TN,34.93388889,-88.52194444
Mississippi,Dancing Rabbit Creek Treaty Site,Gathering place of Choctaw Indians; site of 1830 treaty leading to their relocation west of the Mississippi River.,33.01,-88.75416667
Mississippi,Dunleith,A Natchez mansion built in 1855.,31.54972222,-91.39916667
Mississippi,Emerald Mound Site,A Plaquemine culture archaeological site.,31.63611111,-91.24722222
Mississippi,Medgar Evers House,Home of civil rights activist Medgar Evers.,32.34083333,-90.2125
Mississippi,William Faulkner House,Well-preserved mansion where author William Faulkner lived and wrote.,34.35972222,-89.52472222
Mississippi,Fort St. Pierre Site,Site of French fort during 1719-1729; important for use in dating other archaeological sites due to its integrity and brief period of use.,32.49555556,-90.79861111
Mississippi,Grand Village of the Natchez,Village and archaeological site of the Plaquemine culture and their descendants the Natchez .,31.52527778,-91.38166667
Mississippi,Highland Park Dentzel Carousel,German-American built carousel within Highland Park.,32.37444444,-88.71805556
Mississippi,Holly Bluff Site,A Plaquemine Mississippian culture archaeological site.,32.81416667,-90.68305556
Mississippi,House on Ellicott's Hill,NRHP 74001050,31.56333333,-91.40388889
Mississippi,Jaketown Site,An archaeological site.,33.23722222,-90.48694444
Mississippi,Lucius Q. C. Lamar House,NRHP 75001048,34.37138889,-89.51611111
Mississippi,Longwood,Unfinished antebellum house.,31.53666667,-91.40472222
Mississippi,Lyceum-The Circle Historic District,District associated with events surrounding the historic court-ordered admission of James Meredith to the University of Mississippi in 1962,34.36611111,-89.535
Mississippi,Charles McLaran House,Greek Revival mansion.,33.49,-88.43166667
Mississippi,Melrose,"Home within Natchez National Historical Park that achieves ""perfection"" in Greek Revival design.",31.54305556,-91.38305556
Mississippi,Mississippi Governor's Mansion,Together with Old Mississippi State Capitol; designed by William Nichols.,32.3,-90.18333333
Mississippi,Mississippi State Capitol,Notable among state capitols for its unity of design and construction; having been built by a single general contracting firm within a single three-year construction program.[3],32.29944444,-90.18027778
Mississippi,Monmouth,NRHP 73001001,31.55472222,-91.38583333
Mississippi,I. T. Montgomery House,Former slave Isaiah Montgomery founded successful all-black town here in 1887.,33.87527778,-90.72888889
Mississippi,Oakland Memorial Chapel,One of the oldest buildings on Alcorn University campus; the first land grant university for black Americans. It is located within Alcorn State University Historic District.,31.87583333,-91.13972222
Mississippi,Old Mississippi State Capitol,Greek Revival building.,32.29944444,-90.18027778
Mississippi,Pemberton's Headquarters,Confederate General Pemberton's HQ during 47-day siege of Vicksburg; where he decided to surrender the city on July 4; 1863.,32.34861111,-90.87833333
Mississippi,Port Gibson Battle Site,American Civil War site of Battle of Port Gibson.,31.95777778,-91.01888889
Mississippi,Rocket Propulsion Test Complex,built in 1965; played an important role in the development of the Saturn V rocket.,30.36388889,-89.58722222
Mississippi,Rosalie,An 1823 Natchez mansion that influenced architecture throughout the Lower Mississippi Valley.,31.55944444,-91.40833333
Mississippi,Stanton Hall,,31.5625,-91.40083333
Mississippi,Warren County Courthouse,NRHP 68000029,32.35027778,-90.87861111
Mississippi,Waverley,,33.56916667,-88.50361111
Mississippi,Eudora Welty House,Home of author Eudora Welty,32.31888889,-90.17027778
Mississippi,Winterville Site,A Plaquemine culture archaeological site.,33.48583333,-91.06111111
Missouri,Anheuser-Busch Brewery,The buildings in Anheuser-Busch's brewing district date from the late 1800s and are made of brick. Many are decorated with gargoyles and other such figures on the exterior. In addition; the company has also added new buildings and renovated older ones; but the district's status as a historic site has not been compromised.[8],38.5975,-90.21222222
Missouri,Arrow Rock,The crossing of the Missouri River at Arrow Rock; which was recorded in the 1700s; played an important role in early explorations; such as the Lewis and Clark expedition in 1804; that led to the opening of the American West. A ferry was later established near Arrow Rock; at what became a starting point for traders on the Santa Fe Trail. The district is now home to Arrow Rock State Park.[9],39.06694444,-92.945
Missouri,George Caleb Bingham House,"George Caleb Bingham; a painter; lived in this house from 1837–1845. During his time at this house; Bingham first sketched the Missouri River and local frontier life that later turned into his ""genre"" works.[10]",39.07111111,-92.94305556
Missouri,Louis Bolduc House,This home was the residence of Louis Bolduc from around 1785 until his death in 1815. Bolduc was a lead miner; merchant; and planter; and was one of the local leaders of Ste. Genevieve; a small town. The house itself is an example of one in the French Colonial style of poteaux-sur-solle; or posts on sill; with a stone foundation. It also utilizes bouzillage (clay and grass) as a wall filling.[11],37.98888889,-90.05388889
Missouri,Carrington Osage Village Site,This site was occupied by the Big Osage tribe of Native Americans from around 1775–1825; and was the group's last area of residence in the southwestern portion of Missouri; as they were later confined to a Kansas reservation. The site is representative of the culture of the Big Osage; because it appears to have been a major trading area for the tribe.[12]  Now the Osage Village State Historic Site.,37.98111111,-94.20972222
Missouri,Christ Church Cathedral,Construction for the church began in 1859; but the structure was not completed until 1867. The Gothic Revival building was designed by architect Leopold Eidlitz; even though he was not devoted to the Gothic style.[13],38.63027778,-90.19861111
Missouri,"""Champ"" Clark House",This house served as the residence of James Beauchamp Clark from 1899 until his death in 1921. Clark was the Speaker of the U.S. House of Representatives from 1911–1919.[14],39.34138889,-91.19055556
Missouri,Eads Bridge,This steel bridge was built in 1874; at a total length of 6;442 feet (1;964 m). It was designed by Captain James B. Eads; who used a system of cantilevers to allow for the bridge's long length. At the time of its construction; the Eads Bridge was used primarily as a means to connect railroads running westward to Missouri and those running eastward to Illinois.[15],38.63333333,-90.16666667
Missouri,Joseph Erlanger House,This house was the home of Joseph Erlanger from 1917 until his death in 1965. Erlanger was an American physiologist and a co-recipient of the 1944 Nobel Prize in Physiology or Medicine. More recently; the house fell into a state of disrepair because its owner was unable to maintain the structure.[16],38.65,-90.26666667
Missouri,Field House,This was the home of attorney Roswell Field; who represented slave Dred Scott in the U.S. Supreme Court case Scott v. Sandford (1857).[17] Also the birthplace of Field's son; author Eugene Field; the house is currently known as the Eugene Field House and St. Louis Toy Museum.[18],38.62,-90.19194444
Missouri,Fort Osage,This factory trading post was established by William Clark in 1808. Built for the protection of the Osage Indians; Fort Osage experienced success in as a trade house until the end of the factory system in 1822.[19],39.18777778,-94.1925
Missouri,Gateway Arch,The tallest man-made monument in the U.S.; the arch is based on a weighted catenary design conceived by Finnish American architect Eero Saarinen. In 1967; the 630 feet (190 m) structure was opened to the public as part of the Jefferson National Expansion Memorial; which was renamed as Gateway Arch National Park in 2018.[20][21],38.62527778,-90.18333333
Missouri,Goldenrod (showboat),A rare remaining example of an early-1900s era showboat; this vessel once held 1;400 passengers. The Goldenrod Showboat featured entertainers in minstrel shows; vaudeville; or drama.[23],39.3,-90.60888889
Missouri,Graham Cave,In 1949; remnants of Archaic American civilization were found in this cave. Dating back to 8;000 B.C.; these remains indicate a blending of Eastern and Plains cultures at Graham Cave; which is now part of Graham Cave State Park.[24],38.90555556,-91.57555556
Missouri,Scott Joplin Residence,,38.63722222,-90.215
Missouri,Liberty Memorial,This building of this memorial started with a group of about 40 citizens; a Memorial Association led by Robert A. Long; and a dedication to build a memorial to the fallen soldiers of WW I. With funding secured (a massive fund raising that brought in over 2.5 million dollars) and approval from the city council; construction began on November 1; 1921. The Groundbreaking ceremony was the first and last gathering a group of men that included: Lieutenant General Baron Jacques of Belgium; Marshal Ferdinand Foch of France; General Armando Diaz of Italy; Admiral Earl Beatty of Great Britain; and General John Pershing of the United States. The dedication; on November 11; 1926; was attended by U.S. President Calvin Coolidge. The Liberty Memorial is home to The National World War I Museum,39.08027778,-94.58611111
Missouri,Missouri Botanical Garden,,38.61416667,-90.25888889
Missouri,Mutual Musicians Association Building,"Center of ""Kansas City Style"" of jazz",39.09027778,-94.56194444
Missouri,Patee House,,39.76666667,-94.85
Missouri,General John J. Pershing Boyhood Home,A boyhood home of General John J. Pershing; now a state historic site,39.78333333,-93.16666667
Missouri,Ste. Genevieve Historic District,The nation's highest concentration of French colonial log architecture,37.97694444,-90.04861111
Missouri,Sanborn Field and Soil Erosion Plots,Located on the University of Missouri campus the research conducted here helped establish soil conservation policy in the United States. The organism Streptomyces aureofaciens the original source of the drug Chlortetracycline (Aeruomycin); the first tetracycline antibiotic; was isolated here.,38.9425,-92.32055556
Missouri,Shelley House,House involved in a civil rights suit declaring racial covenants in property ownership deeds unconstitutional,38.66666667,-90.23333333
Missouri,Tower Grove Park,,38.60611111,-90.25611111
Missouri,Harry S Truman Farm Home,,38.90222222,-94.53083333
Missouri,Harry S Truman Historic District,,39.09638889,-94.42277778
Missouri,Mark Twain Boyhood Home,A boyhood home of Mark Twain,39.71666667,-91.36666667
Missouri,Union Station,,38.62805556,-90.20777778
Missouri,United States Customhouse And Post Office,Now known as the Old Post Office,38.63333333,-90.18333333
Missouri,Utz Site,Major Native American village site; partly in Van Meter State Park,39.27444444,-93.25
Missouri,Wainwright Building,,38.61666667,-90.18333333
Missouri,Washington University Hilltop Campus Historic District,Much of the Danforth Campus; part of the 1904 World's Fair grounds,38.64833333,-90.30972222
Missouri,Watkins Mill,,39.40111111,-94.26027778
Missouri,Westminster College Gymnasium,,38.84833333,-91.95611111
Missouri,White Haven,A home of Ulysses S. Grant; now a National Historic Site,38.55111111,-90.35194444
Missouri,Laura Ingalls Wilder House,,37.1,-92.56666667
Montana,Bannack Historic District,Site of Montana's first major gold discovery in 1862; and served as the capital of Montana Territory briefly.[1],45.16111111,-112.9955556
Montana,Butte–Anaconda Historic District,One of the largest and most famous boomtowns in the American West; the district includes more than 6;000 contributing properties.[4],46.01638889,-112.5361111
Montana,Camp Disappointment,Lewis and Clark Expedition site.[5],48.59916667,-112.7980556
Montana,Chief Joseph Battleground of Bear's Paw,Site of the final engagement of the Nez Perce War.[6],48.3775,-109.2094444
Montana,Chief Plenty Coups (Alek-Chea-Ahoosh) Home,The 2-story house of Crow Nation chief Plenty Coups during 1884-1932; plus a log store and the Plenty Coups Spring.[7],45.42638889,-108.5483333
Montana,First Peoples Buffalo Jump,Believed to be the largest buffalo jump in North America; and maybe the world; possibly the most-utilized on the continent as well,47.47944444,-111.5241667
Montana,Fort Benton Historic District,Established as a fur trading center in 1847; the fort prospered with the growth of steamboat traffic starting in 1859 and an 1862 gold strike; but declined with the advent of the railroad.[8],47.81944444,-110.6697222
Montana,Fort Union Trading Post,Most important fur trading post on the upper Missouri until 1867. Visitors included John James Audubon; George Catlin; Father Pierre DeSmet; Sitting Bull; Karl Bodmer; and Jim Bridger.,47.99944444,-104.0405556
Montana,Going-to-the-Sun Road,Main parkway through the heart of Glacier National Park.[2],48.73333333,-113.7666667
Montana,Grant-Kohrs Ranch,"John Grant; the original owner of the ranch; from 1853; is sometimes credited with founding the range-cattle industry in Montana. Conrad Kohrs; who bought the ranch c.1866; was among the foremost ""cattle kings"" of his era.[9]",46.40833333,-112.7394444
Montana,Great Falls Portage,The Lewis and Clark Expedition undertook an 18-mile; 31-day portage at Great Falls; one of the most difficult ordeals of their westward trip. The Great Falls Portage NHL is within Giant Springs State Park.[10],47.53111111,-111.1513889
Montana,Great Northern Railway Buildings,These lodges or associated buildings; dated c.1913-1915; represent European-style hostelries unique among NPS concessions. The landmark contains 5 building groups: Granite Park Chalet; Many Glacier Hotel; Sperry Chalet; Two Medicine Store; and Belton Chalet,48.76805556,-113.7697222
Montana,Lake McDonald Lodge,A Swiss chalet-style hotel in Glacier National Park.[12],48.61527778,-113.8780556
Montana,Lemhi Pass,See main listing under Idaho.,44.97472222,-113.4447222
Montana,Lolo Trail,,46.63527778,-114.5797222
Montana,Northeast Entrance Station,Rustic entrance station built in 1935 that is a prime example of form fitting function; in Yellowstone National Park.,45.00277778,-110.0091667
Montana,Pictograph Cave,One of the key archeological sites used in determining the sequence of prehistoric occupation on the northwestern Plains. The deposits indicate occupation from 2600 BC to after 1800 AD.[13],45.73666667,-108.4297222
Montana,Pompey's Pillar,The massive natural block of sandstone was a major landmark on the Lewis and Clark Expedition. Clark's signature is carved on its surface.[14],45.99527778,-108.0055556
Montana,Rankin Ranch,Residence (1923–56) of Jeannette Rankin; first woman elected to U.S. House of Representatives (1916); had two terms 1917-19 & 1941-43; only member to oppose the declaration of war against Japan in 1941.[15],46.62944444,-111.5697222
Montana,Rosebud Battlefield-Where the Girl Saved Her Brother,Site of the Battle of the Rosebud[16],45.22138889,-106.9891667
Montana,Charles M. Russell House and Studio,Home and studio of artist Charles M. Russell.[17],47.50972222,-111.2858333
Montana,Three Forks of the Missouri,Captain William Clark of the Lewis and Clark Expedition; first European-American to visit this spot; concluded the Missouri River originated where the Three Forks joined.[18],45.9275,-111.505
Montana,Travelers Rest,Campsite used during the westward passage of the Lewis and Clark Expedition in 1805 as the party prepared to cross the Bitterroot Mountains; and again during return passage in 1806.,46.75,-114.0888889
Montana,Virginia City Historic District,More than 200 historic 19th century buildings remain in this 1860s mining town; it also served as the Montana Territorial Capitol during the same period.,45.29361111,-111.9447222
Montana,Burton K. Wheeler House,Former residence of noted Montana Senator Burton K. Wheeler.[19],46.00555556,-112.5213889
Montana,Wolf Mountains Battlefield-Where Big Crow walked Back and Forth,Site of the Battle of Wolf Mountain.[20],45.28833333,-106.5813889
Nebraska,Ash Hollow Cave,Included in Ash Hollow Historic District,41.29805556,-102.12
Nebraska,William Jennings Bryan House,The home of William Jennings Bryan.,40.79583333,-96.65166667
Nebraska,Captain Meriwether Lewis (dustpan dredge),,40.39194444,-95.65055556
Nebraska,Willa Cather House,Author Willa Cather's childhood home,40.08777778,-98.52111111
Nebraska,Father Flanagan's Boys' Home,Site of Father Flanagan's original boy's home,41.26444444,-96.13277778
Nebraska,Fort Atkinson,Site of the original Council Bluff,41.45222222,-96.0125
Nebraska,Fort Robinson and Red Cloud Agency,Site of an Indian Wars-era U.S. Army post.,42.66888889,-103.4672222
Nebraska,USS Hazard (minesweeper),A ship located in Omaha's Freedom Park.,41.27444444,-95.90138889
Nebraska,Leary Site,An archaeological site.,40.00166667,-95.395
Nebraska,J. Sterling Morton House,The home J. Sterling Morton and the National Arbor Day Foundation.,40.68055556,-95.88166667
Nebraska,Nebraska State Capitol,The seat of the Government of Nebraska.,40.80916667,-96.70055556
Nebraska,George W. Norris House,Home of U.S. Senator George W. Norris.,40.20388889,-100.6258333
Nebraska,Omaha Union Station,,41.25166667,-95.92833333
Nebraska,Dr. Susan LaFlesche Picotte Memorial Hospital,Hospital founded by Susan La Flesche Picotte; the first American Indian physician and one of the first female physicians in the U.S.,42.15166667,-96.50611111
Nebraska,Pike Pawnee Village Site,Claimed for the U.S. by Captain Zebulon Pike during the Pike expedition in 1806.,40.07472222,-98.33055556
Nebraska,Robidoux Pass,Pass that was part of the Oregon Trail from 1848 to 1851; when another pass became preferred.,41.815,-103.8538889
Nebraska,Signal Butte,,41.79722222,-103.9066667
Nebraska,Walker Gilmore Site,An archaeological site.,40.89972222,-95.83722222
Nevada,Fort Churchill,Fort Churchill; named for Sylvester Churchill; was a U.S. Army fort built in 1861 to provide protection for early settlers,39.29055556,-119.2705556
Nevada,Fort Ruby,Fort built during the Civil War to protect links between the Union and California; via the Overland Trail. Landmark status is under review due to fire damage.,40.06777778,-115.5294444
Nevada,Hoover Dam,Gravity-arch dam of the Colorado River. World's largest hydroelectric power producing facility and largest concrete structure; when completed in 1935.,36.01555556,-114.7377778
Nevada,Leonard Rockshelter,Discovered in 1936; this is an archaeological site that shows settlement from 6700 BC up to 1400 AD.,39.99027778,-118.51
Nevada,McKeen Motor Car #70 (Virginia & Truckee Railway Motor Car #22),One of the few surviving McKeen railcars. Restored to operating condition in 2010.,39.14833333,-119.7683333
