address,description,lat,lng
Tarryall; Colorado ,Tarryall is an unincorporated town of cabins and old buildings in eastern Park County; Colorado; United States.  The town is located on Tarryall Creek in the eastern edge of the South Park; between Lake George and Jefferson.,39.12194444,-105.47555559999999
Teller City; Colorado ,,40.433316299999994,-106.00335120000001
Tincup; Colorado ,Tincup; or Tin Cup; originally called Virginia City; is an unincorporated community in Gunnison County; Colorado; United States. The community was once a prominent mining town. Tincup is now a community of summer homes with a few year-round residents. Many historic buildings are still in use.,38.75444444,-106.47833329999999
Turret; Colorado ,,38.640274299999994,-105.98890159999998
Tuttle; Colorado ,Coordinates: 39°29′49″N 102°30′36″W﻿ / ﻿39.497°N 102.510°W﻿ / 39.497; -102.510,39.49694444,-102.51
Ula; Colorado ,,38.274589500000005,-104.3431667
Uptop on Old La Veta Pass ,,37.5932154,-105.203324
Uravan; Colorado ,Uravan (a contraction of Uranium vanadium[1]) is an abandoned uranium mining town[2] in western Montrose County; Colorado; United States; that is now a Superfund site. The town was a company town established by U. S. Vanadium Corporation in 1936 to extract the rich vanadium ore in the region. As a byproduct of vanadium extraction; small amounts of uranium were also produced; at the time mostly used as a yellow pigment.,38.36833333,-108.7363889
Vulcan; Colorado ,Vulcan is a ghost town in Gunnison County; Colorado; United States; approximately 15 miles (24 km) southwest of the City of Gunnison. Vulcan was a mining camp established along Camp Creek in 1894 and was deserted within thirty years.[2][3],38.34555556,-107.0013889
Williamsville; Colorado ,,42.963947,-78.73780909999999
Winfield; Colorado ,Winfield is a ghost town in Chaffee County; Colorado; United States.  It is estimated that as many as 1;500 people may have lived in Winfield.[2] [3],38.98555556,-106.44
White Cloud; Kansas ,"White Cloud (Ioway: Chína Maxúthga pronounced [tʃʰiꜜnã mãxuθꜜkɐ] or Chína Maxúhga pronounced [tʃʰiꜜnã mãxuhꜜkɐ]; meaning ""Village Cloud-White"") is a city in Doniphan County; Kansas; United States.[7]  It was named for Francis White Cloud; a son of Chief White Cloud of the Iowa people.[8]  As of the 2010 census; the city population was 176.[9]  White Cloud is the seat of government for the Iowa Tribe of Kansas and Nebraska.",39.97722222,-95.3
Ray; Kansas ,,38.1744583,-98.9675963
Iowa Point; Kansas ,Iowa Point is an unincorporated community in northeastern Doniphan County; Kansas; United States.  It is included in the St. Joseph; Missouri Metropolitan Area.,39.92833333,-95.23861111
Eagle Springs; Kansas ,,39.011902,-98.4842465
Geary City; Kansas ,,39.0286093,-96.8313978
Doniphan; Kansas ,Doniphan is a small unincorporated community in Doniphan County; Kansas; United States.[1] Doniphan is part of the St. Joseph; MO–KS Metropolitan Statistical Area.,39.64166667,-95.08083333
Four Houses; Kansas ,,38.3800333,-97.66653149999999
Rising Sun; Kansas ,,38.9449354,-94.6060845
Dunavant; Kansas ,Dunavant is an unincorporated community in Jefferson County; Kansas; United States.[1],39.30194444,-95.33277778
Arrington; Kansas ,Arrington is an unincorporated community in Kapioma Township; Atchison County; Kansas; United States.[2],39.46277778,-95.53638889
Kennekuk; Kansas ,Kennekuk is an unincorporated community in Atchison County; Kansas; USA.[1],39.51861111,-95.30972222
America City; Kansas ,,39.573606700000006,-96.03194040000001
Juniata; Kansas ,,38.9152831,-97.9647689
Pawnee; Kansas ,Pawnee is a ghost town in Geary County; Kansas; United States; which briefly served as the first official capital of the Kansas Territory in 1855.  Pawnee was the territorial capital for exactly five days – the legislature met there from July 2 to July 6 – before legislators voted to move the capital to Shawnee Mission; which is located in present-day Fairway.  It may be the shortest-lived capital of any U.S. state or territory (Colorado City also served as the capital of the newly established Colorado Territory for five days in 1862 but was not federally recognized).,39.085,-96.76166667
Randolph; Kansas ,Randolph is a city in Riley County; Kansas; United States.[5] It is the population center of Jackson Township. As of the 2010 census; the city population was 163.[6],39.43055556,-96.76
Irving; Kansas ,"Irving was a town in Marshall County; Kansas located six miles southeast of the city of Blue Rapids along the Big Blue River.  Irving was one of the many towns affected by ""Big Dam Foolishness"" during the construction of Tuttle Creek Lake about ten miles to the south.  Although the lake would never reach the town; the Federal Government forced the residents to permanently vacate the town.",39.63888889,-96.5975
Alcove Springs; Kansas ,,39.7488459,-96.6768882
Trading Post; Kansas ,Trading Post is an unincorporated community in Linn County; Kansas; United States; which is said to be one of the oldest continuously occupied locations in the state.  In 1842 a United States Army fort was built there; but it was soon abandoned. The fort remained until probably at least 1900. It was used by troops travelling through the area during the American Civil War and a military post was established in 1861 and lasted until summer 1865. The Battle of Marais des Cygnes was fought here during the American Civil War.  The location derives its name from a French trading post established there about 1825.[1],38.24861111,-94.68055556
Centropolis; Kansas ,Centropolis is an unincorporated community in Franklin County; Kansas; in the United States.  It is located about 11 miles northwest of Ottawa.  In the 1850s; Centropolis had the distinction of briefly vying for territorial capital of Kansas.,38.71611111,-95.35027778
Minneola; Franklin County; Kansas ,Minneola; Franklin County; Kansas is a ghost town located in northern Franklin County; Kansas. Briefly in the running to be the territorial capital of Kansas; it was located roughly one mile away from Centropolis. Today; hardly anything remains at the original site.,38.71527778,-95.33055556
Silkville; Kansas ,Silkville is a ghost town in Williamsburg Township; Franklin County; Kansas; United States.  Its elevation is 1;161 feet (354 m); and it is located at 38°27′0″N 95°29′21″W﻿ / ﻿38.45000°N 95.48917°W﻿ / 38.45000; -95.48917 (38.4500149; -95.4891477);[1] along U.S. Route 50 southwest of Williamsburg.[2],38.45,-95.48916667
Battle of Black Jack ,"The Battle of Black Jack took place on June 2; 1856; when anti-slavery forces; led by the noted abolitionist John Brown; attacked the encampment of Henry C. Pate near Baldwin City; Kansas. The battle is cited as one incident of ""Bleeding Kansas"" and a contributing factor leading up to the American Civil War of 1861 to 1865.",38.76166667,-95.13055556
Franklin; Douglas County; Kansas ,Coordinates: 38°56′02″N 95°10′34″W﻿ / ﻿38.9338°N 95.1761°W﻿ / 38.9338; -95.1761,38.93388889,-95.17611111
Big Springs; Kansas ,Big Springs is an unincorporated community in northwest Douglas County; Kansas; United States.,39.01305556,-95.485
Calhoun; Kansas ,Calhoun was a small settlement in Cheyenne County; Kansas; United States.,39.87694444,-101.7283333
Indianola; Kansas ,Indianola; also known as Indianola townsite; was a settlement in Shawnee County; Kansas[1] north of Topeka. It was established in 1854 along the government and stage road between Fort Riley and Fort Leavenworth; and received more visitors than the nearby town of Topeka.[2] At the time; the area was part of the Kansas Territory. Samuel J. Reader settled in the area in 1855 and established a farm at the age of 19. He stayed in the area and   kept a diary about local events; including Bleeding Kansas; Civil War events; and area skirmishes.[3],39.1,-95.7
Sumner City; Kansas ,,37.2741908,-97.1689296
Uniontown; Shawnee County; Kansas ,,37.8472619,-94.9752495
Peterton; Kansas ,Peterton is an unincorporated community in Osage County; Kansas; in the United States.[1],38.67361111,-95.81694444
Bushong; Kansas ,Bushong is a city in Lyon County; Kansas; United States.  As of the 2010 census; the city population was 34.[7],38.64277778,-96.25777778
Volland; Kansas ,Volland is an unincorporated community in Wabaunsee County; Kansas; in the United States.[1][2],38.94444444,-96.40444444
Newbury; Kansas ,Newbury is an unincorporated community in Wabaunsee County; Kansas; in the United States.[1],39.08472222,-96.17527778
Army City; Kansas ,,39.1262463,-94.82297290000001
Diamond Springs; Kansas ,Diamond Springs is an Unincorporated community in Morris County; Kansas; United States.[1][2],38.5575,-96.74444444
Empire City; Kansas ,Empire City is an unincorporated community in Cherokee County; Kansas; in the United States.[1] Empire City is located at 37°05′21″N 94°38′31″W﻿ / ﻿37.08917°N 94.64194°W﻿ / 37.08917; -94.64194.,37.08916667,-94.64194444
Wilsonton; Kansas ,,37.2564536,-95.33358359999998
Ladore; Kansas ,,37.4140823,-95.2893433
Octagon City ,Coordinates: 37°45′39″N 95°25′23″W﻿ / ﻿37.7608°N 95.4230°W﻿ / 37.7608; -95.4230Octagon City is a ghost town in Allen County; Kansas; United States.[1]  It was a failed intentional community that was founded in 1856 about six miles (10 km) south of Humboldt; Kansas near the Neosho River.  It was created by the Vegetarian Kansas Emigration Company; headed by prominent vegetarian Henry Clubb and entrepreneurs Charles DeWolfe and John McLaurin.  The original intent was to build a vegetarian commune on the south side of the Neosho River for vegetarians only; but investor interest in a non-vegetarian moral community was much higher and so the decision was made to build Octagon City on the north side of the Neosho River to make the entire project sustainable.  Members of Octagon City were under oath to educate their children and uphold a moral lifestyle.,37.76083333,-95.42305556
Cofachiqui; Kansas ,,39.011902,-98.4842465
Mildred; Kansas ,Mildred is a city in Allen County; Kansas; United States.  As of the 2010 census; the city population was 28.[6],38.02277778,-95.17361111
Bassett; Kansas ,Bassett is a city in Allen County; Kansas; United States.  It is situated along the Neosho River.  As of the 2010 census; the city population was 14.[6],37.90388889,-95.40805556
Belmont; Kansas ,,37.5028219,-98.19942759999999
Neosho Falls; Kansas ,Neosho Falls is a city in Woodson County; Kansas; United States. As of the 2010 census; the city population was 141.[6],38.00583333,-95.55666667
Guilford; Kansas ,,37.599217100000004,-95.7197037
Cave Springs; Kansas ,Cave Springs is an unincorporated community in Elk County; Kansas; in the United States.,37.53333333,-96.1225
Elgin; Kansas ,Elgin is a city in Chautauqua County; Kansas; United States; on the state line with Oklahoma.  As of the 2010 census; the city population was 89.[6]  The south edge of the city is the Kansas-Oklahoma state border.,37.00166667,-96.28083333
Midian; Kansas ,Midian is an unincorporated community in Butler County; Kansas; in the United States.[1],37.81027778,-96.95305556
Oil Hill; Kansas ,Oil Hill; Kansas is a ghost town in Butler County; Kansas; United States.,37.83611111,-96.88555556
Minersville; Kansas ,,39.4795571,-97.6982272
Waconda; Kansas ,,39.503880200000005,-98.385532
Dispatch; Kansas ,Dispatch is an unincorporated community in Smith County; Kansas; in the United States.[1],39.59638889,-98.505
Webster; Kansas ,Webster was an unincorporated community in Belmont Township; Rooks County; Kansas; United States.[2],39.38694444,-99.41777778
Long Island; Kansas ,Long Island is a city in Phillips County; Kansas; United States.  As of the 2010 census; the city population was 134.[6],39.94722222,-99.53472222
Brookville; Kansas ,Brookville is a city in Saline County; Kansas; United States.  As of the 2010 census[update]; the city population was 262.[6],38.77333333,-97.86805556
Sveadal; Kansas ,,37.084557399999994,-121.7865003
Beach Valley; Kansas ,,37.2692041,-95.458515
Dubuque; Kansas ,Dubuque is an unincorporated community in Barton and Russell Counties in the U.S. state of Kansas. It is approximately 10 miles (18 km) south of Dorrance.,38.69583333,-98.60888889
Rome; Kansas ,Rome was a short-lived postbellum frontier settlement in Ellis County; Kansas; United States.,38.86666667,-99.33333333
Chetolah; Kansas ,Chetolah was a late 19th-century settlement in Ellis County; Kansas; United States.[1],38.75,-99.5
Hunnewell; Kansas ,Hunnewell is a city in Sumner County; Kansas; United States.  As of the 2010 census; the city population was 67.[6],37.00444444,-97.40722222
Runnymede; Kansas ,Runnymede is an unincorporated community in Harper County; Kansas; United States. It was named after Runnymede; in England.[1],37.35638889,-97.92972222
Freeport; Kansas ,Freeport is an Unincorporated community in Harper County; Kansas; United States.  As of the 2010 census; the population was 5.[6],37.19722222,-97.85638889
Ash Valley; Kansas ,Ash Valley is an unincorporated community in Pawnee County; Kansas; United States.[1],38.305,-99.21638889
Achilles; Kansas ,Achilles (/əˈtʃɪləs/ ə-CHIL-əs) is a ghost town in Rawlins County; Kansas; United States. Its heyday began in the 1870s and ended in roughly 1915 when the railroad bypassed Achilles and with more use of the automobile; Achilles declined.  Most of the businesses were defunct by the mid- to late-1930s.,39.71194444,-100.8363889
Mina; Kansas ,,39.0069414,-94.5776865
Mingo; Kansas ,Mingo is an unincorporated community in Thomas County; Kansas; in the United States.[1],39.27833333,-100.9625
Voltaire; Kansas ,,39.5073361,-101.75238540000001
Blufton; Kansas ,,38.936858799999996,-94.6610599
Sidney; Kansas ,,39.05622,-95.76308
Amy; Kansas ,Amy is an unincorporated community in Lane County; Kansas; United States.,38.48194444,-100.60194440000001
Farnsworth; Kansas ,,39.011902,-98.4842465
McAllaster; Kansas ,McAllaster is an unincorporated community in Logan County; Kansas; in the United States.[1],39.00611111,-101.3916667
Sheridan; Kansas ,Sheridan was a small settlement in Sheridan County; Kansas; United States.,39.50916667,-100.4977778
Coronado; Kansas ,Coronado is an unincorporated community in Wichita County; Kansas; United States; was once a thriving community. Platted in 1885; Coronado was involved in the bloodiest county seat fight in the history of the American West. The shoot-out on February 27; 1887; with boosters—some would say hired gunmen—from nearby Leoti left several people dead and wounded. Afterwards numerous famous lawmen from Dodge City; which included Wyatt Earp and Bat Masterson; gathered to calm the storm that ensued after the bloody fight. A small town called Farmer City; which was located between Coronado and Leoti; was hoped by some to become the county seat—which would end the fighting. Leoti later won the right to become the county seat and now the other two towns consist mainly of farmland.,38.48583333,-101.3047222
Colokan; Kansas ,,39.011902,-98.4842465
Lexington; Kansas ,Lexington is an unincorporated community in Clark County; Kansas; in the United States.[1],37.29388889,-99.59944444
Cash City; Kansas ,,39.0997191,-94.5212407
Beersheba; Kansas ,,31.252972999999997,-34.791462
Ravanna; Kansas ,Ravanna is a ghost town in Finney County; Kansas; United States.  It is located approximately 30 miles (48 km) east-northeast of Garden City.,38.15972222,-100.3825
Eminence; Kansas ,Eminence is a ghost town in Finney County; Kansas; United States.,38.14722222,-100.5102778
Terry; Kansas ,,38.175116100000004,-101.02592750000001
Hartland Township; Kearny County; Kansas ,Hartland Township is a township in Kearny County; Kansas; USA.  As of the 2000 census; its population was 128.[1],38.00916667,-101.4319444
Chantilly; Kansas ,,38.8942786,-77.4310992
Coolidge; Kansas ,Coolidge is a city in Hamilton County; Kansas; United States.  As of the 2010 census; the city population was 95.[6],38.04222222,-102.0102778
Kendall; Kansas ,Kendall is an unincorporated community in Hamilton County; Kansas; United States. Kendall is located near U.S. Route 50 and U.S. Route 400 12 miles (19 km) southeast of Syracuse. Kendall has a post office with ZIP code 67857.[2],37.93472222,-101.54611109999999
Trail City; Kansas ,,38.041761,-102.01142
Ulysses; Kansas ,Ulysses (pronounced /juːˈlɪsɪs/)[6] is a city in and the county seat of Grant County; Kansas; United States.[7]  It is named after Ulysses S. Grant; the 18th President of the United States.  As of the 2010 census; the city population was 6;161.[8],37.58,-101.3575
Santa Fe; Kansas ,,38.147661,-99.16775720000001
Fargo Springs; Kansas ,,39.703863500000004,-95.19973440000001
Springfield; Kansas ,,37.606833,-97.33049670000001
Palmero; Kansas ,,39.011902,-98.4842465
Bendena; Kansas ,Bendena is an unincorporated community and census-designated place (CDP) in Doniphan County; Kansas; United States.[1]  As of the 2010 census; Bendena had a population of 117.[2]  Its ZIP Code is 66008.[3],39.74111111,-95.17944444
Kickapoo City; Kansas ,,39.3988869,-94.9710755
Bain City; Kansas ,,39.2838896,-94.9038523
Quindaro Townsite ,Quindaro Townsite is an archaeological district in the vicinity of North 27th Street and the Missouri Pacific Railroad tracks in Kansas City; Kansas. It was placed on the National Register of Historic Places on May 22; 2002.,39.15388889,-94.66166667
Six-Mile House; Kansas ,,38.970987799999996,-95.3095957
Padonia; Kansas ,Padonia is an unincorporated community in Padonia Township; Brown County; Kansas; in the United States.[1],39.92333333,-95.56277778
Ash Point; Kansas ,,39.911505700000006,-95.3218215
Neuchatel; Kansas ,Neuchatel is an unincorporated community in Nemaha County; Kansas; United States.,39.56805556,-96.20194444
Blaine; Kansas ,Blaine is an unincorporated community in Pottawatomie County; Kansas; United States.[2]  It is located 29 miles northeast of Manhattan at the crossroads of K-99 and K-16.,39.49666667,-96.40305556
Louisville; Kansas ,Louisville is a city in Pottawatomie County; Kansas; United States.  As of the 2010 census; the city population was 188.[6],39.25,-96.31666667
Afton; Kansas ,,37.6255946,-97.633113
Bigelow; Kansas ,Bigelow was a town in Marshall County; Kansas.  It was located six and a half miles southwest of Frankfort.  It was founded in 1881[2] and named for General Alfred Bigelow.[3]  It was known for its limestone quarries and peaked in population in 1910 at 200.[4]  The post office closed in 1960 and the town was demolished during the construction of Tuttle Creek Lake.  All that remains is a historical marker at the intersection of 17th and Zenith Roads and Antioch Cemetery.,39.63333333,-96.50444444
Bala; Kansas ,Bala is an unincorporated community in Bala Township; Riley County; Kansas; United States.,39.30972222,-96.94972222
Monticello Township; Johnson County; Kansas ,Monticello Township is a former township in northwest Johnson County; Kansas. It is now merged with Lenexa and Shawnee; Kansas.,38.97833333,-94.8625
Paris; Kansas ,Paris was a small settlement in Lincoln County; Kansas; United States. Fictional home of  Bishop Morrie Stories,39.20833333,-98.20861111
Moneka; Kansas ,,39.011902,-98.4842465
Lone Star; Kansas ,Lone Star is an unincorporated community in Douglas County; in the U.S. state of Kansas.[1] It is 7 miles (11 km) southwest of Lawrence. ,38.86666667,-95.35527778
Potwin Place; Kansas ,,37.9389063,-97.0197557
Auburndale; Kansas ,,39.064688000000004,-95.70102929999999
Willard; Kansas ,Willard is a city in Shawnee and Wabaunsee counties in the State of Kansas.  As of the 2010 census; the city population was 92.[6],39.09388889,-95.94333333
Richland; Kansas ,Richland was a town in southeastern Shawnee County; Kansas. It is notable for being the birthplace of Georgia Neese Clark Gray; the first female Treasurer of the United States.[2],38.88361111,-95.53972222
110 Mile Creek; Kansas ,,39.011902,-98.4842465
Arvonia; Kansas ,,38.4805689,-95.86971109999999
Fostoria; Osage County; Kansas ,,38.753338899999996,-95.79804159999999
New Strawn; Kansas ,New Strawn is a city in Coffey County; Kansas; United States.  As of the 2010 census; the city population was 394.[6],38.26666667,-95.73333333
Miller; Kansas ,Miller is an unincorporated community in Lyon County; Kansas; United States.,38.63444444,-95.99055556
Dunlap; Kansas ,Dunlap is a city in Morris County; Kansas; United States.  As of the 2010 census; the city population was 30.[7],38.57583333,-96.36611111
Skiddy; Kansas ,Skiddy is an Unincorporated community in Morris County; Kansas; United States.[1],38.86805556,-96.79444444
Freedom Colony; Kansas ,,37.8101045,-95.4360256
Rollin; Kansas ,,37.634215399999995,-95.3560911
Cato; Kansas ,Cato is an unincorporated community in Crawford County; Kansas; United States.[1],37.66777778,-94.74
Farlington; Kansas ,Farlington is an unincorporated community in Crawford County; Kansas; United States. Farlington is located near K-7 8 miles (13 km) north of Girard. Farlington has a post office with ZIP code 66734.[2],37.61777778,-94.82777778
Croweburg; Kansas ,Croweburg is an unincorporated community in Crawford County; Kansas; USA.[1],37.55694444,-94.66611111
Monmouth; Kansas ,Monmouth is an unincorporated community in Crawford County; Kansas;  United States.[2],37.36305556,-94.93694444
Treece; Kansas ,Treece is a ghost town in Cherokee County; Kansas; United States;[1] and part of the historic tri-state mining district.  As of the 2010 census; the city population was 138.[3]  As of May 2012 the city was abandoned and most buildings and other facilities demolished due to pervasive problems with lead pollution resulting from past mining.  Two people who had refused an Environmental Protection Agency (EPA) buyout remained in 2012;[4] then one died in 2016.[5],37.00083333,-94.84333333
Le Hunt; Kansas ,Le Hunt (sometimes rendered as LeHunt) is a ghost town in Montgomery County; Kansas; United States.  While most of the site has been reclaimed by nature; the ruins of the United Kansas Portland Cement Company plant can still be seen today in the woods along the eastern shore of Elk City Lake.,37.26916667,-95.75194444
Votaw; Kansas ,,30.435484999999996,-94.6732574
Hewins; Kansas ,Hewins is a small unincorporated community in Chautauqua County; Kansas; United States. The post office was established April 4; 1906; and closed April 8; 1966.[1] Hewins was named after Edwin M. Hewins; a rancher and member of the Kansas Legislature.[2],37.04083333,-96.40833333
Boston; Kansas ,,42.3557528,-71.0581004
Delaware Springs; Kansas ,,37.6217096,-95.90998459999999
Woodson County; Kansas ,Woodson County (standard abbreviation: WO) is a county located in the U.S. state of Kansas. As of the 2010 census; the county population was 3;309.[1] Its county seat is Yates Center.[2],37.84305556,-95.72472222
Reece; Kansas ,Reece is an unincorporated community in Greenwood County; Kansas; in the United States.,37.79888889,-96.44638889
Smileyberg; Kansas ,,37.519295,-96.881237
Rosalia; Kansas ,Rosalia is an unincorporated community in Butler County; Kansas; United States.[1]  As of the 2010 census it had a population of 171.[2]  It is located approximately 12 miles (19 km) east of El Dorado.,37.81527778,-96.61972222
Strawberry; Kansas ,Strawberry was a town in Washington County; Kansas; United States. It was first settled in the spring of 1861 and was named after the wild strawberries growing in the area.[2],39.7119461,-97.25531009999999
Salem; Kansas ,,37.51768,-97.330053
Asherville; Kansas ,Asherville is an unincorporated; census-designated place rural area in Mitchell County; Kansas; United States.,39.40583333,-97.97694444
Lake Sibley; Kansas ,,39.62490089999999,-97.6765157
Industry; Kansas ,Industry is an unincorporated community in Clay and Dickinson counties in the U.S. state of Kansas.[1],39.13333333,-97.17138889
Holland; Kansas ,Holland is a rural unincorporated community in Dickinson County; Kansas; United States.[1],38.76194444,-97.27944444
Elmo; Kansas ,Elmo is a small unincorporated community in Dickinson County; Kansas; United States.[1]  Elmo is located 15 miles (24 km) south of Abilene at the northwest corner of K-15 and K-4.,38.68416667,-97.23
Abram; Kansas ,,39.508758799999995,-98.5635307
Carneiro; Kansas ,Carneiro is an unincorporated community in Ellsworth County; Kansas; United States.[2]  It is located approximately 10 miles (16 km) east of Ellsworth.,38.73888889,-98.03083333
Zarah; Kansas ,,39.0072272,-94.82385179999999
Galatia; Kansas ,Galatia is a city in Barton County; Kansas; United States.  As of the 2010 census; the city population was 39.[6],38.64138889,-98.95888889
Boyd; Kansas ,Boyd is an unincorporated community in Eureka Township; Barton County; Kansas; USA.[1] Boyd is located at 38°31′07″N 98°50′54″W﻿ / ﻿38.51861°N 98.84833°W﻿ / 38.51861; -98.84833.,38.51861111,-98.84833333
Hitschmann; Kansas ,,38.6241777,-98.5814624
Raymond; Kansas ,Raymond is a city in Rice County; Kansas; United States. It is named after Emmons Raymond; former Director of the Atchison; Topeka and Santa Fe Railway.[6][7]  As of the 2010 census; the city population was 79.[8],38.27833333,-98.415
Frederick; Kansas ,Frederick is a city in Rice County; Kansas; United States.[1]  As of the 2010 census; the city population was 18.[8]  In 2015; the U.S. Census Bureau estimated the population of 18;[9] though a newspaper estimated the population to be 9.[10],38.51333333,-98.26833333
Yocemento; Kansas ,Yocemento is an unincorporated community in Big Creek Township; Ellis County; Kansas; United States.[2] The settlement lies across the banks of Big Creek where the seasonal stream meanders against the base of bluffs capped by massive limestone blocks; in which lies the 20th-century origin of the community.[3],38.90722222,-99.42388889
Alexander; Kansas ,Alexander is a city in Rush County; Kansas; United States.[1]  As of the 2010 census; the city population was 65.[5],38.46944444,-99.55305556
Geuda Springs; Kansas ,Geuda Springs is a city in Cowley and Sumner counties in the U.S. state of Kansas. As of the 2010 census; the city population was 185.[6],37.11222222,-97.15083333
Bluff City; Kansas ,Bluff City is a city in Harper County; Kansas; United States.  As of the 2010 census; the city population was 65.[6],37.07555556,-97.87527778
Camchester; Kansas ,,39.011902,-98.4842465
Clearwater; Kansas ,Clearwater is a city in Sedgwick County; Kansas; United States.  As of the 2010 census; the city population was 2;481.[6],37.50555556,-97.50138889
Marshall; Kansas ,,39.717719,-96.4929797
Waterloo; Kansas ,Waterloo is an unincorporated community in Kingman County; Kansas; in the United States.,37.67694444,-97.94083333
Castleton; Kansas ,Castleton is an unincorporated community in Reno County; Kansas; United States.,37.86222222,-97.95166667
Lerado; Kansas ,Lerado is an unincorporated community in Reno County; Kansas; in the United States.[1] Early residents intended to name the community for Laredo; Texas; but a clerical error by the post office resulted in the E and A being swapped.[2],37.77638889,-98.2825
Kiowa; Kansas ,Kiowa is a city in Barber County; Kansas; United States.  As of the 2010 census; the city population was 1;026.[6],37.0175,-98.48472222
Lake City; Kansas ,Lake City is an unincorporated community in Barber County; Kansas; United States. Lake City is 14 miles (23 km) northwest of Medicine Lodge.,37.35333333,-98.82083333
Sun City; Kansas ,Sun City is a city in Barber County; Kansas; United States; along the Medicine Lodge River.  As of the 2010 census; the city population was 53.[6],37.37916667,-98.9175
Comanche City; Kansas ,,37.7640006,-100.0181946
Hopewell; Pratt County; Kansas ,Coordinates: 37°48′17″N 98°59′44″W﻿ / ﻿37.80472°N 98.99556°W﻿ / 37.80472; -98.99556Hopewell (also; Fravel) is an unincorporated community in Pratt County; Kansas; United States. It lies at an elevation of 2047 feet (624 m).[1],37.80472222,-98.99555556
Byers; Kansas ,Byers is a city in Pratt County; Kansas; United States.  As of the 2010 census; the city population was 35.[6],37.78777778,-98.86722222
Zenith; Kansas ,Zenith is an unincorporated community in Stafford County; Kansas; United States.[1],37.95722222,-98.49194444
Trousdale; Kansas ,Trousdale is an unincorporated community in Lincoln Township; Edwards County; Kansas; United States.,37.81527778,-99.08555556
Devizes; Kansas ,Devizes was a small settlement in Norton County; Kansas; United States.,39.99111111,-100.05722220000001
Kanona; Kansas ,Kanona is an unincorporated community in Decatur County; Kansas; in the United States.[1],39.79666667,-100.39
Burntwood City; Kansas ,,35.3772264,-97.4547755
Blakeman; Kansas ,Blakeman is an unincorporated community in Rawlins County; Kansas; in the United States.[1],39.82222222,-101.1172222
Ludell; Kansas ,Ludell is an unincorporated community in Rawlins County; Kansas; United States. Ludell is 5.5 miles (8.9 km) northeast of Atwood. Ludell has a post office with ZIP code 67744.[2],39.85555556,-100.96
Eustis; Kansas ,,39.340078600000005,-101.70237809999999
Itasca; Kansas ,,39.2893386,-101.6840589
California; Lane County; Kansas ,,38.4810054,-100.4668603
Vega; Kansas ,,39.1061979,-94.55204559999999
Pond City; Kansas ,,39.1375654,-94.5771354
Pierceville; Kansas ,Pierceville is a small unincorporated community in Finney County; Kansas; United States. Pierceville is located along U.S. Routes 50 and 400; 12 miles (19 km) southeast of Garden City. Pierceville had a post office with ZIP code 67868; but it was disestablished April 11; 1992.[2] A few houses; a community building; an empty elementary school; a grain elevator; and a church are all that remain of the community.[3][4],37.87833333,-100.6769444
Englewood; Kansas ,Englewood is a city in Clark County; Kansas; United States.  As of the 2010 census; the city population was 77.[6],37.03611111,-99.98777778
Sitka; Kansas ,Sitka is an unincorporated community in Clark County; Kansas; United States.[1],37.175,-99.65138889
Arkalon; Kansas ,Arkalon is a ghost town in Seward County; Kansas; United States.  It was located northeast of Liberal on the west side of the Cimarron River.,37.14305556,-100.8075
Woodsdale; Kansas ,Woodsdale is a ghost town in Stevens County; Kansas; United States.[1]  It was involved in a county seat war with Hugoton.,37.2725,-101.3094444
Voorhees; Kansas ,,37.0467412,-101.38850009999999
Goguac; Kansas ,,39.011902,-98.4842465
Borders; Kansas ,,37.2248982,-95.70993990000001
Pardee; Kansas ,Pardee is a ghost town in Atchison County; in the U.S. state of Kansas.[1],39.48527778,-95.28777778
Port William; Kansas ,,39.4563857,-95.03274329999999
Fort Cavagnial; Kansas ,,39.3976878,-94.96041240000001
Delaware City; Kansas ,Delaware City is a ghost town in Leavenworth County; in the U.S. state of Kansas.[1],39.22916667,-94.85027778
Springdale; Kansas ,Springdale is an unincorporated community in Leavenworth County; in the U.S. state of Kansas.[1],39.25888889,-95.12388889
Owl City; Kansas ,,39.041202899999995,-94.58967829999999
Granada; Kansas ,,39.7199979,-95.7935986
Richmond; Nemaha County; Kansas ,,39.8832157,-96.0891032
Guittard Station; Kansas ,,39.8672251,-96.3864428
Marietta; Kansas ,Marietta is an unincorporated community in Marshall County; Kansas; in the United States.,39.94305556,-96.60861111
Stockdale; Kansas ,,39.429568700000004,-96.7594723
Cleburne; Kansas ,,39.4321955,-96.7587408
Garrison; Kansas ,,39.111350099999996,-94.5686338
Aubry; Kansas ,Aubry is an unincorporated community in Johnson County; in the U.S. state of Kansas.[1],38.77083333,-94.67111111
Oxford; Kansas (ghost town) ,,37.2741908,-97.1689296
Clearview City; Kansas ,Clearview City was an unincorporated community in Johnson County; Kansas; Kansas; United States;[1] but is now a part of the city of De Soto. Clearview Village is currently registered in the Kansas Historical Registry.,38.94555556,-94.99861111
Tontzville; Kansas ,,38.6891419,-94.8953308
Stanton; Kansas ,Stanton is an unincorporated community in Miami County; Kansas; United States.[1],38.54333333,-95.05444444
Hyatt; Kansas ,,38.9296539,-94.6437032
Lone Elm; Kansas ,Lone Elm is a city in Anderson County; Kansas; United States.  As of the 2010 census; the city population was 25.[6],38.07972222,-95.2425
